,Sno,Customer_number,Insurance,balance,housing,loan,contact,duration,campaign,last_contact_day,previous,poutcome,Term Deposit,Count_Txn
23236,23236,24237,no,35.0,no,no,cellular,80.0,4,1,0,,no,169.0
23237,23237,24238,no,6485.0,no,no,cellular,85.0,19,1,0,,no,273.0
23238,23238,24239,no,3228.0,no,no,cellular,123.0,8,1,0,,no,241.0
23239,23239,24240,no,639.0,no,no,cellular,69.0,12,1,0,,no,495.0
23240,23240,24241,no,46.0,no,no,cellular,313.0,6,1,0,,no,133.0
23241,23241,24242,no,765.0,no,no,cellular,78.0,8,1,0,,no,184.0
23242,23242,24243,no,362.0,no,no,cellular,256.0,4,1,0,,no,174.0
23243,23243,24244,no,0.0,no,no,cellular,134.0,2,1,0,,no,229.0
23244,23244,24245,no,46.0,no,no,cellular,63.0,8,1,0,,no,311.0
23245,23245,24246,no,24.0,no,yes,cellular,352.0,2,1,0,,no,197.0
23246,23246,24247,no,25.0,no,no,cellular,127.0,4,1,0,,no,398.0
23247,23247,24248,no,2204.0,no,no,cellular,123.0,4,1,0,,no,329.0
23248,23248,24249,no,49.0,no,no,cellular,254.0,8,1,0,,no,393.0
23249,23249,24250,no,102.0,yes,yes,cellular,80.0,10,1,0,,no,402.0
23250,23250,24251,no,1107.0,no,no,cellular,113.0,8,1,0,,no,491.0
23251,23251,24252,no,128.0,yes,no,cellular,100.0,2,1,0,,no,257.0
23252,23252,24253,no,699.0,no,no,cellular,88.0,6,1,0,,no,312.0
23253,23253,24254,no,0.0,no,no,cellular,121.0,2,1,0,,no,148.0
23254,23254,24255,no,63.0,no,no,cellular,91.0,2,1,0,,no,135.0
23255,23255,24256,no,0.0,no,no,cellular,164.0,2,1,0,,no,451.0
23256,23256,24257,no,0.0,no,no,cellular,121.0,2,1,0,,no,197.0
23257,23257,24258,no,16.0,yes,yes,telephone,145.0,2,1,0,,no,177.0
23258,23258,24259,no,11.0,no,no,cellular,651.0,2,1,0,,no,226.0
23259,23259,24260,no,0.0,no,no,cellular,109.0,2,1,0,,no,483.0
23260,23260,24261,no,297.0,no,yes,telephone,220.0,16,1,0,,no,332.0
23261,23261,24262,no,175.0,no,no,telephone,9.0,15,1,0,,no,245.0
23262,23262,24263,no,1020.0,no,no,cellular,82.0,4,1,0,,no,336.0
23263,23263,24264,no,0.0,no,no,cellular,763.0,5,1,0,,yes,179.0
23264,23264,24265,no,2328.0,no,no,cellular,129.0,7,1,0,,no,338.0
23265,23265,24266,no,569.0,no,no,cellular,976.0,12,1,0,,yes,457.0
23266,23266,24267,no,6.0,no,no,cellular,63.0,4,1,0,,no,370.0
23267,23267,24268,no,1697.0,no,yes,cellular,549.0,4,1,0,,no,485.0
23268,23268,24269,yes,173.0,no,no,cellular,342.0,4,1,0,,no,393.0
23269,23269,24270,no,127.0,no,no,cellular,63.0,6,1,0,,no,225.0
23270,23270,24271,no,3726.0,no,yes,cellular,119.0,12,1,0,,no,161.0
23271,23271,24272,no,324.0,yes,no,cellular,205.0,6,1,0,,no,311.0
23272,23272,24273,no,453.0,no,yes,cellular,15.0,9,1,0,,no,328.0
23273,23273,24274,no,605.0,no,yes,cellular,157.0,6,1,0,,no,387.0
23274,23274,24275,no,522.0,yes,yes,cellular,308.0,4,1,0,,no,253.0
23275,23275,24276,no,552.0,yes,no,cellular,312.0,12,1,0,,no,393.0
23276,23276,24277,no,0.0,no,no,cellular,103.0,6,1,0,,no,310.0
23277,23277,24278,no,414.0,no,no,cellular,590.0,4,1,0,,no,133.0
23278,23278,24279,no,104.0,no,no,cellular,86.0,5,1,0,,no,138.0
23279,23279,24280,no,1041.0,no,no,cellular,116.0,7,1,0,,no,419.0
23280,23280,24281,no,692.0,yes,yes,cellular,102.0,4,1,0,,no,364.0
23281,23281,24282,no,91.0,no,no,cellular,105.0,4,1,0,,no,456.0
23282,23282,24283,no,312.0,no,no,cellular,129.0,4,1,0,,no,381.0
23283,23283,24284,no,236.0,no,no,cellular,320.0,28,1,0,,no,449.0
23284,23284,24285,no,1459.0,yes,no,cellular,28.0,14,1,0,,no,418.0
23285,23285,24286,no,314.0,no,no,cellular,11.0,22,1,0,,no,324.0
23286,23286,24287,no,157.0,no,no,cellular,50.0,4,1,0,,no,300.0
23287,23287,24288,no,1232.0,no,no,cellular,97.0,7,1,0,,no,153.0
23288,23288,24289,no,570.0,no,no,cellular,94.0,6,1,0,,no,473.0
23289,23289,24290,no,385.0,no,no,telephone,29.0,28,1,0,,no,341.0
23290,23290,24291,no,946.0,no,no,cellular,116.0,9,1,0,,no,238.0
23291,23291,24292,no,607.0,no,no,cellular,200.0,5,1,0,,no,122.0
23292,23292,24293,no,875.0,no,yes,cellular,247.0,6,1,0,,no,194.0
23293,23293,24294,no,328.0,no,yes,cellular,335.0,4,1,0,,no,474.0
23294,23294,24295,no,0.0,no,no,cellular,38.0,6,1,0,,no,121.0
23295,23295,24296,no,470.0,no,no,cellular,60.0,8,1,0,,no,391.0
23296,23296,24297,no,2.0,no,no,cellular,57.0,6,1,0,,no,277.0
23297,23297,24298,no,1.0,no,no,cellular,89.0,23,1,0,,no,481.0
23298,23298,24299,no,34.0,no,yes,cellular,14.0,13,1,0,,no,407.0
23299,23299,24300,no,979.0,no,no,cellular,34.0,15,1,0,,no,230.0
23300,23300,24301,no,81.0,yes,yes,cellular,49.0,4,1,0,,no,114.0
23301,23301,24302,no,2809.0,yes,no,cellular,152.0,9,1,0,,no,331.0
23302,23302,24303,no,0.0,no,no,telephone,645.0,9,1,0,,yes,453.0
23303,23303,24304,no,269.0,yes,no,cellular,97.0,4,1,0,,no,370.0
23304,23304,24305,no,1057.0,no,yes,cellular,176.0,10,1,0,,no,335.0
23305,23305,24306,no,0.0,no,no,cellular,114.0,9,1,0,,no,115.0
23306,23306,24307,no,34.0,no,no,telephone,96.0,7,1,0,,no,132.0
23307,23307,24308,no,134.0,no,no,cellular,91.0,8,1,0,,no,202.0
23308,23308,24309,no,526.0,no,no,cellular,86.0,11,1,0,,no,131.0
23309,23309,24310,no,356.0,yes,no,cellular,511.0,6,1,0,,no,480.0
23310,23310,24311,no,157.0,no,no,cellular,300.0,4,1,0,,no,272.0
23311,23311,24312,no,705.0,yes,no,cellular,125.0,6,1,0,,no,405.0
23312,23312,24313,no,96.0,no,no,cellular,125.0,15,1,0,,no,435.0
23313,23313,24314,no,413.0,no,no,cellular,104.0,5,1,0,,no,136.0
23314,23314,24315,no,1788.0,no,no,cellular,212.0,15,1,0,,no,428.0
23315,23315,24316,no,911.0,no,no,cellular,178.0,4,1,0,,no,155.0
23316,23316,24317,no,9324.0,no,no,cellular,67.0,4,1,0,,no,119.0
23317,23317,24318,no,198.0,no,no,cellular,282.0,13,1,0,,no,248.0
23318,23318,24319,no,2.0,no,no,cellular,19.0,21,1,0,,no,111.0
23319,23319,24320,no,0.0,no,no,cellular,558.0,11,1,0,,no,202.0
23320,23320,24321,no,105.0,no,no,cellular,85.0,4,1,0,,no,484.0
23321,23321,24322,no,330.0,no,no,cellular,27.0,5,1,0,,no,408.0
23322,23322,24323,no,194.0,no,yes,cellular,60.0,3,1,0,,no,488.0
23323,23323,24324,no,48.0,no,no,cellular,34.0,14,1,0,,no,103.0
23324,23324,24325,no,209.0,no,no,cellular,77.0,6,1,0,,no,475.0
23325,23325,24326,no,194.0,no,no,cellular,561.0,2,1,0,,no,266.0
23326,23326,24327,yes,17.0,no,no,cellular,134.0,6,1,0,,no,192.0
23327,23327,24328,no,183.0,no,no,cellular,120.0,4,1,0,,no,189.0
23328,23328,24329,no,49.0,no,no,cellular,197.0,6,1,0,,no,376.0
23329,23329,24330,no,39.0,no,no,cellular,74.0,3,1,0,,no,395.0
23330,23330,24331,no,391.0,no,no,cellular,214.0,8,1,0,,no,222.0
23331,23331,24332,no,1138.0,no,no,cellular,523.0,3,1,0,,yes,416.0
23332,23332,24333,no,837.0,no,no,cellular,160.0,4,1,0,,no,324.0
23333,23333,24334,no,890.0,no,no,cellular,16.0,18,1,0,,no,195.0
23334,23334,24335,no,213.0,no,no,cellular,184.0,3,1,0,,no,320.0
23335,23335,24336,no,24.0,no,yes,cellular,168.0,3,1,0,,no,311.0
23336,23336,24337,no,164.0,no,no,cellular,76.0,4,1,0,,no,182.0
23337,23337,24338,no,598.0,no,no,cellular,120.0,8,1,0,,no,203.0
23338,23338,24339,no,2541.0,no,no,cellular,138.0,3,1,0,,no,338.0
23339,23339,24340,no,255.0,no,no,cellular,78.0,9,1,0,,no,206.0
23340,23340,24341,no,0.0,yes,no,cellular,36.0,7,1,0,,no,256.0
23341,23341,24342,no,417.0,no,no,cellular,77.0,3,1,0,,no,242.0
23342,23342,24343,yes,410.0,no,no,cellular,117.0,7,1,0,,no,118.0
23343,23343,24344,no,309.0,no,no,cellular,11.0,15,1,0,,no,155.0
23344,23344,24345,no,4393.0,no,no,cellular,88.0,3,1,0,,no,157.0
23345,23345,24346,no,7.0,no,no,cellular,18.0,18,1,0,,no,240.0
23346,23346,24347,yes,852.0,yes,yes,cellular,157.0,10,1,0,,no,226.0
23347,23347,24348,no,120.0,no,no,cellular,43.0,3,1,0,,no,191.0
23348,23348,24349,no,1868.0,no,no,cellular,186.0,16,1,0,,no,361.0
23349,23349,24350,no,2517.0,no,no,cellular,569.0,17,1,0,,no,324.0
23350,23350,24351,no,1165.0,no,no,cellular,19.0,23,1,0,,no,246.0
23351,23351,24352,no,2321.0,no,no,cellular,218.0,7,1,0,,no,410.0
23352,23352,24353,no,0.0,no,no,cellular,16.0,28,1,0,,no,494.0
23353,23353,24354,no,382.0,no,no,cellular,43.0,19,1,0,,no,105.0
23354,23354,24355,no,816.0,yes,no,cellular,37.0,3,1,0,,no,355.0
23355,23355,24356,no,6383.0,no,no,cellular,111.0,5,1,0,,no,420.0
23356,23356,24357,no,54.0,yes,no,cellular,1642.0,3,1,0,,yes,495.0
23357,23357,24358,no,682.0,no,no,cellular,85.0,3,1,0,,no,347.0
23358,23358,24359,no,1905.0,no,no,cellular,202.0,5,1,0,,no,441.0
23359,23359,24360,no,260.0,no,no,cellular,316.0,5,1,0,,no,116.0
23360,23360,24361,no,168.0,no,no,cellular,35.0,13,1,0,,no,106.0
23361,23361,24362,no,4979.0,no,yes,cellular,33.0,2,1,0,,no,318.0
23362,23362,24363,no,83.0,no,no,cellular,26.0,11,1,0,,no,363.0
23363,23363,24364,no,347.0,yes,no,cellular,59.0,6,1,0,,no,297.0
23364,23364,24365,no,616.0,yes,no,cellular,118.0,7,1,0,,no,410.0
23365,23365,24366,no,1859.0,yes,no,cellular,72.0,5,1,0,,no,223.0
23366,23366,24367,no,2460.0,no,no,cellular,106.0,11,1,0,,no,479.0
23367,23367,24368,no,5118.0,yes,no,cellular,263.0,12,1,0,,no,464.0
23368,23368,24369,no,1374.0,yes,yes,cellular,93.0,12,1,0,,no,379.0
23369,23369,24370,no,2437.0,no,no,telephone,1176.0,8,1,0,,no,342.0
23370,23370,24371,no,334.0,no,no,cellular,79.0,3,1,0,,no,104.0
23371,23371,24372,no,218.0,yes,no,cellular,13.0,15,1,0,,no,248.0
23372,23372,24373,no,0.0,yes,no,cellular,453.0,4,1,0,,no,226.0
23373,23373,24374,no,124.0,no,no,cellular,119.0,11,1,0,,no,137.0
23374,23374,24375,no,204.0,no,no,cellular,231.0,5,1,0,,no,471.0
23375,23375,24376,no,321.0,no,no,cellular,49.0,4,1,0,,no,364.0
23376,23376,24377,no,3918.0,no,no,cellular,101.0,3,1,0,,no,142.0
23377,23377,24378,no,424.0,no,no,cellular,141.0,8,1,0,,no,193.0
23378,23378,24379,no,0.0,no,no,cellular,97.0,7,1,0,,no,248.0
23379,23379,24380,no,235.0,no,no,cellular,88.0,4,1,0,,no,179.0
23380,23380,24381,no,60.0,no,yes,cellular,151.0,8,1,0,,no,331.0
23381,23381,24382,no,1713.0,no,no,cellular,88.0,5,1,0,,no,402.0
23382,23382,24383,no,109.0,no,no,cellular,101.0,3,1,0,,no,485.0
23383,23383,24384,no,0.0,no,no,cellular,78.0,3,1,0,,no,184.0
23384,23384,24385,no,28.0,no,no,cellular,293.0,9,1,0,,no,233.0
23385,23385,24386,yes,0.0,no,no,cellular,25.0,19,1,0,,no,142.0
23386,23386,24387,yes,20.0,no,no,cellular,145.0,3,1,0,,no,420.0
23387,23387,24388,no,243.0,no,no,cellular,167.0,10,1,0,,no,155.0
23388,23388,24389,no,2220.0,no,no,cellular,177.0,3,1,0,,no,179.0
23389,23389,24390,no,68.0,yes,no,cellular,267.0,3,1,0,,no,251.0
23390,23390,24391,no,5065.0,no,no,cellular,23.0,19,1,0,,no,221.0
23391,23391,24392,no,753.0,no,no,cellular,111.0,9,1,0,,no,268.0
23392,23392,24393,no,84.0,no,no,cellular,206.0,3,1,0,,no,354.0
23393,23393,24394,no,12.0,no,no,cellular,345.0,10,1,0,,no,115.0
23394,23394,24395,no,1940.0,no,no,cellular,46.0,10,1,0,,no,184.0
23395,23395,24396,no,171.0,no,no,cellular,81.0,3,1,0,,no,318.0
23396,23396,24397,no,930.0,no,no,cellular,85.0,7,1,0,,no,336.0
23397,23397,24398,no,0.0,no,no,cellular,448.0,3,1,0,,no,271.0
23398,23398,24399,no,27.0,no,no,cellular,165.0,6,1,0,,no,202.0
23399,23399,24400,no,376.0,no,no,cellular,142.0,3,1,0,,no,231.0
23400,23400,24401,no,725.0,no,no,cellular,53.0,4,1,0,,no,349.0
23401,23401,24402,no,4594.0,no,no,telephone,296.0,5,1,0,,no,140.0
23402,23402,24403,no,5976.0,no,no,cellular,113.0,2,1,0,,no,353.0
23403,23403,24404,no,253.0,no,no,cellular,202.0,6,1,0,,no,368.0
23404,23404,24405,no,80.0,no,no,cellular,155.0,3,1,0,,no,401.0
23405,23405,24406,no,148.0,no,no,cellular,15.0,20,1,0,,no,129.0
23406,23406,24407,no,113.0,yes,no,telephone,23.0,9,1,0,,no,444.0
23407,23407,24408,yes,1545.0,no,no,cellular,70.0,13,1,0,,no,239.0
23408,23408,24409,no,510.0,no,no,cellular,33.0,7,1,0,,no,278.0
23409,23409,24410,no,4.0,no,no,cellular,51.0,3,1,0,,no,455.0
23410,23410,24411,yes,1.0,no,no,cellular,787.0,13,1,0,,no,494.0
23411,23411,24412,no,4073.0,no,no,cellular,239.0,5,1,0,,no,236.0
23412,23412,24413,no,137.0,no,no,cellular,27.0,14,1,0,,no,453.0
23413,23413,24414,no,298.0,no,no,cellular,183.0,5,1,0,,no,361.0
23414,23414,24415,no,682.0,no,no,cellular,472.0,3,1,0,,no,147.0
23415,23415,24416,no,206.0,no,no,cellular,115.0,5,1,0,,no,188.0
23416,23416,24417,no,276.0,no,no,cellular,62.0,5,1,0,,no,276.0
23417,23417,24418,no,238.0,no,no,cellular,968.0,5,1,0,,no,205.0
23418,23418,24419,no,356.0,no,no,telephone,554.0,6,1,0,,no,458.0
23419,23419,24420,no,190.0,no,no,cellular,276.0,3,1,0,,no,454.0
23420,23420,24421,no,0.0,no,no,cellular,203.0,7,1,0,,no,397.0
23421,23421,24422,yes,2.0,no,no,cellular,158.0,3,1,0,,no,331.0
23422,23422,24423,no,430.0,no,no,cellular,154.0,4,1,0,,no,325.0
23423,23423,24424,yes,4.0,no,no,cellular,145.0,3,1,0,,no,268.0
23424,23424,24425,no,315.0,yes,yes,cellular,112.0,9,1,0,,no,345.0
23425,23425,24426,no,1707.0,no,no,cellular,71.0,7,1,0,,no,319.0
23426,23426,24427,no,102.0,yes,no,cellular,164.0,7,1,0,,no,333.0
23427,23427,24428,no,627.0,no,no,cellular,61.0,5,1,0,,no,335.0
23428,23428,24429,no,0.0,yes,no,cellular,63.0,3,1,0,,no,424.0
23429,23429,24430,no,518.0,no,no,cellular,462.0,5,1,0,,no,491.0
23430,23430,24431,no,0.0,no,no,cellular,44.0,3,1,0,,no,258.0
23431,23431,24432,no,534.0,no,no,cellular,104.0,6,1,0,,no,314.0
23432,23432,24433,no,1194.0,no,yes,cellular,34.0,10,1,0,,no,100.0
23433,23433,24434,no,0.0,no,no,cellular,82.0,4,1,0,,no,255.0
23434,23434,24435,no,1539.0,no,no,cellular,149.0,14,1,0,,no,214.0
23435,23435,24436,no,7870.0,yes,no,cellular,82.0,7,1,0,,no,235.0
23436,23436,24437,no,849.0,no,no,cellular,81.0,4,1,0,,no,253.0
23437,23437,24438,no,2637.0,no,no,cellular,583.0,17,1,0,,yes,495.0
23438,23438,24439,no,21.0,no,no,telephone,315.0,19,1,0,,no,188.0
23439,23439,24440,no,1138.0,no,no,cellular,73.0,4,1,0,,no,238.0
23440,23440,24441,no,201.0,no,no,cellular,100.0,9,1,0,,no,350.0
23441,23441,24442,no,715.0,no,no,cellular,131.0,13,1,0,,no,175.0
23442,23442,24443,no,65.0,no,no,cellular,118.0,8,1,0,,no,137.0
23443,23443,24444,no,5943.0,no,no,cellular,81.0,8,1,0,,no,448.0
23444,23444,24445,no,844.0,no,no,cellular,12.0,21,1,0,,no,102.0
23445,23445,24446,no,2629.0,no,no,cellular,77.0,4,1,0,,no,423.0
23446,23446,24447,no,0.0,no,no,cellular,236.0,10,1,0,,no,135.0
23447,23447,24448,no,11.0,yes,no,cellular,74.0,6,1,0,,no,488.0
23448,23448,24449,no,278.0,no,no,cellular,103.0,8,1,0,,no,392.0
23449,23449,24450,no,0.0,yes,yes,cellular,94.0,6,1,0,,no,149.0
23450,23450,24451,no,136.0,no,no,cellular,211.0,6,1,0,,no,222.0
23451,23451,24452,no,549.0,no,no,cellular,59.0,8,1,0,,no,118.0
23452,23452,24453,no,1585.0,no,no,telephone,91.0,5,1,0,,no,132.0
23453,23453,24454,no,0.0,no,no,cellular,102.0,10,1,0,,no,238.0
23454,23454,24455,no,2676.0,no,no,cellular,210.0,4,1,0,,no,377.0
23455,23455,24456,no,1134.0,no,no,cellular,85.0,4,1,0,,no,136.0
23456,23456,24457,no,1510.0,yes,no,cellular,74.0,14,1,0,,no,367.0
23457,23457,24458,no,104.0,no,no,cellular,13.0,17,1,0,,no,413.0
23458,23458,24459,no,357.0,yes,no,cellular,104.0,5,1,0,,no,269.0
23459,23459,24460,yes,146.0,no,yes,cellular,192.0,8,1,0,,no,476.0
23460,23460,24461,no,294.0,yes,no,cellular,150.0,14,1,0,,no,323.0
23461,23461,24462,no,17.0,no,no,cellular,17.0,15,1,0,,no,319.0
23462,23462,24463,no,1138.0,yes,no,cellular,116.0,4,1,0,,no,227.0
23463,23463,24464,no,13.0,no,no,cellular,110.0,5,1,0,,no,427.0
23464,23464,24465,no,45.0,no,no,cellular,148.0,4,1,0,,no,295.0
23465,23465,24466,no,0.0,no,no,cellular,67.0,19,1,0,,no,360.0
23466,23466,24467,yes,123.0,no,yes,cellular,146.0,3,1,0,,no,432.0
23467,23467,24468,no,630.0,no,no,cellular,54.0,8,1,0,,no,485.0
23468,23468,24469,no,27.0,no,no,cellular,51.0,8,1,0,,no,196.0
23469,23469,24470,no,52.0,no,no,cellular,101.0,10,1,0,,no,130.0
23470,23470,24471,no,102.0,no,yes,cellular,65.0,4,1,0,,no,491.0
23471,23471,24472,no,0.0,no,no,cellular,730.0,11,1,0,,yes,150.0
23472,23472,24473,no,465.0,no,no,cellular,78.0,12,1,0,,no,255.0
23473,23473,24474,no,2473.0,no,no,cellular,965.0,4,1,0,,yes,114.0
23474,23474,24475,no,3207.0,no,no,cellular,85.0,12,1,0,,no,422.0
23475,23475,24476,no,2213.0,no,no,cellular,73.0,7,1,0,,no,359.0
23476,23476,24477,no,505.0,no,no,cellular,26.0,7,1,0,,no,481.0
23477,23477,24478,no,29.0,no,no,cellular,53.0,11,1,0,,no,197.0
23478,23478,24479,no,678.0,no,no,cellular,13.0,15,1,0,,no,330.0
23479,23479,24480,no,204.0,yes,no,cellular,144.0,4,1,0,,no,168.0
23480,23480,24481,no,228.0,no,no,cellular,47.0,18,1,0,,no,376.0
23481,23481,24482,no,27.0,no,no,cellular,146.0,3,1,0,,no,382.0
23482,23482,24483,no,2873.0,yes,no,cellular,30.0,16,1,0,,no,346.0
23483,23483,24484,no,456.0,yes,yes,cellular,137.0,8,1,0,,no,208.0
23484,23484,24485,no,0.0,no,no,cellular,84.0,7,1,0,,no,214.0
23485,23485,24486,no,473.0,no,no,cellular,94.0,11,1,0,,no,381.0
23486,23486,24487,no,1070.0,no,no,cellular,91.0,15,1,0,,no,484.0
23487,23487,24488,no,872.0,yes,no,cellular,71.0,4,1,0,,no,179.0
23488,23488,24489,no,3463.0,yes,yes,cellular,210.0,3,1,0,,no,406.0
23489,23489,24490,no,1573.0,no,no,cellular,72.0,18,1,0,,no,441.0
23490,23490,24491,no,272.0,no,yes,cellular,121.0,5,1,0,,no,102.0
23491,23491,24492,no,168.0,no,no,cellular,165.0,4,1,0,,no,233.0
23492,23492,24493,no,75.0,no,no,cellular,260.0,5,1,0,,no,133.0
23493,23493,24494,no,0.0,no,no,cellular,81.0,4,1,0,,no,482.0
23494,23494,24495,no,264.0,no,no,cellular,180.0,4,1,0,,no,308.0
23495,23495,24496,yes,2262.0,no,no,cellular,116.0,8,1,0,,no,366.0
23496,23496,24497,no,561.0,no,no,cellular,54.0,8,1,0,,no,220.0
23497,23497,24498,no,36.0,no,no,cellular,108.0,7,1,0,,no,133.0
23498,23498,24499,no,3196.0,no,no,cellular,161.0,4,1,0,,no,285.0
23499,23499,24500,no,6.0,no,no,cellular,198.0,6,1,0,,no,114.0
23500,23500,24501,no,0.0,no,no,cellular,262.0,6,1,0,,no,192.0
23501,23501,24502,no,556.0,yes,no,cellular,102.0,4,1,0,,no,487.0
23502,23502,24503,no,58.0,no,no,telephone,75.0,20,1,0,,no,421.0
23503,23503,24504,no,0.0,no,no,cellular,19.0,14,1,0,,no,416.0
23504,23504,24505,no,1559.0,no,no,cellular,74.0,7,1,0,,no,272.0
23505,23505,24506,no,3486.0,no,no,cellular,23.0,10,1,0,,no,294.0
23506,23506,24507,no,3762.0,no,no,cellular,125.0,12,1,0,,no,319.0
23507,23507,24508,no,170.0,no,no,cellular,12.0,24,1,0,,no,331.0
23508,23508,24509,no,3.0,no,no,cellular,12.0,17,1,0,,no,300.0
23509,23509,24510,no,801.0,no,no,cellular,65.0,4,1,0,,no,450.0
23510,23510,24511,no,2431.0,no,no,cellular,19.0,19,1,0,,no,258.0
23511,23511,24512,no,839.0,no,yes,cellular,87.0,11,1,0,,no,152.0
23512,23512,24513,no,0.0,no,no,cellular,56.0,2,1,0,,no,370.0
23513,23513,24514,no,333.0,no,no,cellular,80.0,6,1,0,,no,334.0
23514,23514,24515,no,542.0,no,no,cellular,80.0,2,1,0,,no,264.0
23515,23515,24516,no,500.0,no,yes,cellular,105.0,2,1,0,,no,251.0
23516,23516,24517,yes,42.0,no,no,cellular,81.0,4,1,0,,no,404.0
23517,23517,24518,no,0.0,no,no,cellular,282.0,2,1,0,,no,488.0
23518,23518,24519,no,866.0,no,no,cellular,46.0,3,1,0,,no,271.0
23519,23519,24520,no,1052.0,no,no,cellular,147.0,2,1,0,,no,224.0
23520,23520,24521,yes,6.0,no,no,cellular,79.0,8,1,0,,no,206.0
23521,23521,24522,no,105.0,yes,no,cellular,60.0,2,1,0,,no,356.0
23522,23522,24523,no,51.0,no,no,cellular,129.0,2,1,0,,no,174.0
23523,23523,24524,no,1608.0,no,no,cellular,13.0,21,1,0,,no,271.0
23524,23524,24525,no,0.0,no,no,cellular,331.0,2,1,0,,no,314.0
23525,23525,24526,no,1666.0,yes,no,cellular,271.0,4,1,0,,no,106.0
23526,23526,24527,no,2696.0,yes,no,cellular,86.0,10,1,0,,no,494.0
23527,23527,24528,no,0.0,no,no,cellular,113.0,2,1,0,,no,329.0
23528,23528,24529,no,105.0,no,no,telephone,192.0,2,1,0,,no,305.0
23529,23529,24530,no,75.0,no,no,cellular,118.0,2,1,0,,no,338.0
23530,23530,24531,no,236.0,no,no,cellular,95.0,2,1,0,,no,264.0
23531,23531,24532,no,671.0,no,no,cellular,80.0,2,1,0,,no,200.0
23532,23532,24533,no,659.0,no,no,cellular,90.0,13,1,0,,no,273.0
23533,23533,24534,no,1233.0,no,no,cellular,97.0,2,1,0,,no,135.0
23534,23534,24535,no,0.0,no,no,cellular,74.0,2,1,0,,no,300.0
23535,23535,24536,no,0.0,no,no,cellular,173.0,2,1,0,,no,418.0
23536,23536,24537,no,156.0,no,yes,cellular,82.0,4,1,0,,no,491.0
23537,23537,24538,no,44.0,no,no,cellular,16.0,13,1,0,,no,413.0
23538,23538,24539,no,1309.0,yes,no,cellular,77.0,4,1,0,,no,475.0
23539,23539,24540,no,2421.0,yes,no,cellular,14.0,8,1,0,,no,263.0
23540,23540,24541,no,0.0,no,no,cellular,63.0,2,1,0,,no,433.0
23541,23541,24542,no,23.0,no,no,cellular,110.0,2,1,0,,no,441.0
23542,23542,24543,no,0.0,no,no,cellular,59.0,10,1,0,,no,388.0
23543,23543,24544,no,0.0,no,no,cellular,192.0,2,1,0,,no,171.0
23544,23544,24545,no,326.0,no,no,cellular,157.0,9,1,0,,no,345.0
23545,23545,24546,no,403.0,no,no,cellular,119.0,6,1,0,,no,448.0
23546,23546,24547,no,1.0,no,no,cellular,535.0,2,1,0,,yes,133.0
23547,23547,24548,no,0.0,no,no,cellular,15.0,13,1,0,,no,176.0
23548,23548,24549,no,3.0,no,no,cellular,205.0,2,1,0,,no,377.0
23549,23549,24550,no,60.0,no,no,cellular,302.0,2,1,0,,no,482.0
23550,23550,24551,no,751.0,no,no,cellular,151.0,4,1,0,,no,485.0
23551,23551,24552,no,1545.0,no,no,cellular,56.0,8,1,0,,no,319.0
23552,23552,24553,no,23.0,no,no,cellular,322.0,7,1,0,,no,392.0
23553,23553,24554,no,0.0,no,no,cellular,54.0,4,1,0,,no,138.0
23554,23554,24555,no,20261.0,yes,no,cellular,81.0,10,1,0,,no,412.0
23555,23555,24556,no,1887.0,no,no,cellular,88.0,8,1,0,,no,494.0
23556,23556,24557,no,786.0,no,no,cellular,122.0,11,1,0,,no,125.0
23557,23557,24558,no,2179.0,no,no,cellular,180.0,10,1,0,,no,205.0
23558,23558,24559,no,632.0,yes,no,cellular,82.0,7,1,0,,no,156.0
23559,23559,24560,no,99.0,no,no,cellular,49.0,35,1,0,,no,431.0
23560,23560,24561,no,185.0,no,no,cellular,26.0,4,1,0,,no,143.0
23561,23561,24562,no,305.0,yes,no,cellular,82.0,4,1,0,,no,268.0
23562,23562,24563,no,278.0,no,no,cellular,121.0,16,1,0,,no,437.0
23563,23563,24564,no,187.0,no,no,cellular,66.0,4,1,0,,no,498.0
23564,23564,24565,no,761.0,no,yes,cellular,85.0,6,1,0,,no,469.0
23565,23565,24566,no,123.0,no,no,cellular,70.0,8,1,0,,no,140.0
23566,23566,24567,no,997.0,no,yes,cellular,70.0,7,1,0,,no,257.0
23567,23567,24568,no,80.0,no,no,cellular,9.0,32,1,0,,no,444.0
23568,23568,24569,no,486.0,no,no,cellular,139.0,4,1,0,,no,379.0
23569,23569,24570,no,759.0,no,yes,cellular,105.0,6,1,0,,no,274.0
23570,23570,24571,no,46.0,no,no,cellular,211.0,17,1,0,,no,422.0
23571,23571,24572,no,140.0,no,no,cellular,12.0,21,1,0,,no,206.0
23572,23572,24573,no,6743.0,no,no,cellular,13.0,13,1,0,,no,260.0
23573,23573,24574,no,1946.0,no,no,cellular,327.0,9,1,0,,no,429.0
23574,23574,24575,no,0.0,no,no,cellular,23.0,15,1,0,,no,381.0
23575,23575,24576,no,1906.0,no,no,cellular,44.0,6,1,0,,no,491.0
23576,23576,24577,no,0.0,no,no,cellular,183.0,10,1,0,,no,106.0
23577,23577,24578,no,1232.0,no,no,cellular,175.0,11,1,0,,no,468.0
23578,23578,24579,no,859.0,no,no,cellular,246.0,15,1,0,,no,434.0
